%   exppar1[dB]   expvar[samples]
   10.00000000   14.00000000   4.61880215
   -4.00000000   -2.00000000   3.82970843
   7.00000000   4.66666667   2.74873708
   0.00000000   -1.33333333   4.26874949
   -10.00000000   -16.66666667   7.18021974
   4.00000000   6.66666667   4.26874949
   -7.00000000   -5.33333333   4.98887652
   0.00000000   -2.66666667   3.59010987
   -7.00000000   -13.33333333   4.26874949
   -4.00000000   -4.00000000   4.61880215
   4.00000000   2.00000000   3.26598632
   10.00000000   10.66666667   4.26874949
   7.00000000   5.33333333   6.69991708
   -10.00000000   -18.66666667   7.18021974
