%   exppar1[Hz]   expvar[dB]
   30.00000000   -30.50000000   0.50000000
   50.00000000   -31.33333333   0.74535599
   100.00000000   -30.50000000   0.50000000
   7.00000000   -17.00000000   1.15470054
   3.00000000   -5.50000000   3.59397644
   5.00000000   -11.50000000   0.95742711
   10.00000000   -24.00000000   1.00000000
   20.00000000   -30.33333333   0.74535599
   15.00000000   -28.16666667   2.26691175
   70.00000000   -30.83333333   0.89752747
   100.00000000   -30.50000000   0.50000000
   30.00000000   -31.50000000   0.95742711
   50.00000000   -30.66666667   0.74535599
   15.00000000   -26.66666667   1.97202659
   20.00000000   -32.00000000   0.81649658
   7.00000000   -17.66666667   1.37436854
   3.00000000   -3.66666667   1.24721913
   5.00000000   -14.83333333   1.21335165
   70.00000000   -30.50000000   0.50000000
   10.00000000   -23.16666667   1.34370962
   70.00000000   -30.50000000   0.50000000
   3.00000000   -4.00000000   1.41421356
   15.00000000   -27.66666667   1.10554160
   10.00000000   -26.33333333   1.10554160
   30.00000000   -31.16666667   1.06718737
   100.00000000   -30.50000000   0.50000000
   20.00000000   -30.83333333   0.68718427
   5.00000000   -14.00000000   0.81649658
   50.00000000   -30.50000000   0.50000000
   7.00000000   -18.83333333   1.06718737
