%   exppar1[Hz]   expvar[dB]
   128.00000000   -11.00000000   1.15470054
   64.00000000   -16.50000000   1.25830574
   256.00000000   0.12345678   0.00000000
   32.00000000   -18.50000000   1.25830574
   16.00000000   -21.00000000   1.91485422
   8.00000000   -19.50000000   0.50000000
   128.00000000   -10.00000000   1.73205081
   16.00000000   -18.66666667   0.74535599
   32.00000000   -18.83333333   1.77169097
   256.00000000   0.12345678   0.00000000
   8.00000000   -22.00000000   1.91485422
   64.00000000   -16.50000000   0.50000000
   16.00000000   -20.83333333   2.11476292
   32.00000000   -20.33333333   0.94280904
   256.00000000   0.12345678   0.00000000
   64.00000000   -16.83333333   1.95078332
   8.00000000   -17.33333333   1.88561808
   128.00000000   -11.83333333   1.06718737
