%   exppar1[dB]   expvar[samples]
   -7.00000000   -12.66666667   2.98142397
   -10.00000000   -25.33333333   5.49747417
   4.00000000   5.33333333   4.98887652
   10.00000000   30.00000000   5.03322296
   -4.00000000   -4.00000000   4.61880215
   7.00000000   10.00000000   2.00000000
   0.00000000   2.66666667   4.26874949
   7.00000000   12.00000000   7.57187779
   -7.00000000   -6.00000000   6.00000000
   0.00000000   0.00000000   3.82970843
   10.00000000   18.66666667   4.42216639
   -10.00000000   -18.66666667   3.59010987
   -4.00000000   -3.33333333   3.59010987
   4.00000000   -1.33333333   5.96284794
